Experiment,Location,Structure,Position,Species,Origin,Treatment,Remarks,Date_0,AVG_0,R_0,G_0,B_0,ControlAVG_0,ControlR_0,ControlG_0,ControlB_0,Survival_0,Cause_0,Comments_0,Date_1,AVG_1,R_1,G_1,B_1,ControlAVG_1,ControlR_1,ControlG_1,ControlB_1,Survival_1,Cause_1,Comments_1,Date_2,AVG_2,R_2,G_2,B_2,ControlAVG_2,ControlR_2,ControlG_2,ControlB_2,Survival_2,Cause_2,Comments_2,Date_3,AVG_3,R_3,G_3,B_3,ControlAVG_3,ControlR_3,ControlG_3,ControlB_3,Survival_3,Cause_3,Comments_3,Date_4,AVG_4,R_4,G_4,B_4,ControlAVG_4,ControlR_4,ControlG_4,ControlB_4,Survival_4,Cause_4,Comments_4,Date_5,AVG_5,R_5,G_5,B_5,ControlAVG_5,ControlR_5,ControlG_5,ControlB_5,Survival_5,Cause_5,Comments_5,Date_6,AVG_6,R_6,G_6,B_6,ControlAVG_6,ControlR_6,ControlG_6,ControlB_6,Survival_6,Cause_6,Comments_6,Date_7,AVG_7,R_7,G_7,B_7,ControlAVG_7,ControlR_7,ControlG_7,ControlB_7,Survival_7,Cause_7,Comments_7,Date_8,AVG_8,R_8,G_8,B_8,ControlAVG_8,ControlR_8,ControlG_8,ControlB_8,Survival_8,Cause_8,Comments_8,Date_9,AVG_9,R_9,G_9,B_9,ControlAVG_9,ControlR_9,ControlG_9,ControlB_9,Survival_9,Cause_9,Comments_9,Date_10,AVG_10,R_10,G_10,B_10,ControlAVG_10,ControlR_10,ControlG_10,ControlB_10,Survival_10,Cause_10,Comments_10,Date_11,AVG_11,R_11,G_11,B_11,ControlAVG_11,ControlR_11,ControlG_11,ControlB_11,Survival_11,Cause_11,Comments_11,Date_12,AVG_12,R_12,G_12,B_12,ControlAVG_12,ControlR_12,ControlG_12,ControlB_12,Survival_12,Cause_12,Comments_12,Date_13,AVG_13,R_13,G_13,B_13,ControlAVG_13,ControlR_13,ControlG_13,ControlB_13,Survival_13,Cause_13,Comments_13,Date_14,AVG_14,R_14,G_14,B_14,ControlAVG_14,ControlR_14,ControlG_14,ControlB_14,Survival_14,Cause_14,Comments_14,Date_15,AVG_15,R_15,G_15,B_15,ControlAVG_15,ControlR_15,ControlG_15,ControlB_15,Survival_15,Cause_15,Comments_15,Date_16,AVG_16,R_16,G_16,B_16,ControlAVG_16,ControlR_16,ControlG_16,ControlB_16,Survival_16,Cause_16,Comments_16
Mineral accretion bleaching,Firefly intertidal,13,4,Porites cylindrica,,Control,,10-Mar-2021,80.119,71.286,102.055,66.984,155.264,122.048,177.188,166.859,85,,,16-Mar-2021,70.86,63.52,78.247,70.782,175.981,145.585,174.912,207.512,90,,,24-Mar-2021,94.274,77.596,112.488,92.73,175.358,146.254,184.288,195.361,85,,,31-Mar-2021,93.49,83.027,106.366,91.051,189.362,173.451,191.199,203.356,95,,,07-Apr-2021,100.395,85.279,118.019,97.859,167.405,139.738,179.85,182.55,90,,,14-Apr-2021,98.906,100.093,111.733,84.846,147.424,135.674,152.968,153.347,95,,,21-Apr-2021,98.026,97.938,103.724,92.406,149.312,140.894,143.911,163.011,90,,,05-May-2021,103.371,34.085,148.016,128.019,168.099,85.719,204.79,213.812,80,,,27-May-2021,88.413,90.06,94.792,80.341,141.99,130.746,140.233,154.592,70,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,5,Porites cylindrica,,Control,,10-Mar-2021,76.45,69.611,97.141,62.561,175.287,147.921,197.249,180.702,80,,,16-Mar-2021,69.12,70.441,74.398,62.438,175.969,149.357,174.409,204.1,80,,,24-Mar-2021,86.279,75.218,100.479,83.208,167.564,138.822,175.945,187.635,80,,,31-Mar-2021,111.264,102.435,121.871,109.513,167.79,144.632,169.828,189.057,80,,,07-Apr-2021,116.19,99.924,134.678,113.896,157.795,129.886,169.806,173.556,90,,,14-Apr-2021,131.52,134.283,143.399,116.86,173.427,166.065,178.38,176.535,90,,,21-Apr-2021,97.379,96.251,103.554,92.153,137.6,127.468,133.517,151.767,50,,,05-May-2021,115.928,50.657,159.153,138,197.634,128.461,225.69,238.31,30,,,27-May-2021,121.293,129.459,127.691,106.766,176.075,167.089,174.052,186.817,30,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,6,Acropora verweyi,,Control,,10-Mar-2021,87.416,88.568,102.219,71.473,193.225,168.018,212.102,199.853,95,,,16-Mar-2021,49.479,51.217,50.123,47.084,172.214,142.837,171.923,201.966,95,,,24-Mar-2021,67.566,66.801,75.707,60.175,190.331,158.163,198.863,214.012,100,,,31-Mar-2021,62.688,64.091,67.019,56.952,172.337,147.742,175.073,194.296,100,,,07-Apr-2021,68.049,58.132,78.617,67.349,180.697,154.107,192.84,195.21,100,,,14-Apr-2021,80.774,81.387,87.239,73.651,169.849,160.53,174.996,174.52,100,,,21-Apr-2021,59.098,58.585,61.81,56.916,127.253,118.849,122.056,141.124,100,,,05-May-2021,115.264,42.561,159.372,143.902,212.956,147.938,240.948,249.7,100,,,27-May-2021,79.701,79.526,81.119,78.505,159.043,151.183,156.813,168.913,95,,,24-Jun-2021,56.363,78.722,50.213,40.207,185.597,183.655,180.494,192.646,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,7,Porites cylindrica,,Control,,10-Mar-2021,68.886,65.306,89.587,51.74,170.209,142.806,191.942,176.111,75,,,16-Mar-2021,46.967,46.321,52.447,42.142,160.483,128.633,160.552,192.394,80,,,24-Mar-2021,62.965,59.454,79.029,50.367,178.716,147.803,187.142,200.717,90,,,31-Mar-2021,73.494,73.624,84.319,62.49,173.746,150.505,175.971,194.948,80,,,07-Apr-2021,86.069,78.108,104.26,75.839,160.887,132.538,173.999,175.891,80,,,14-Apr-2021,79.432,85.168,92.437,60.732,166.802,156.93,172.803,170.724,85,,,21-Apr-2021,85.683,89.769,93.48,73.759,171.128,162.831,166.657,183.627,80,,,05-May-2021,82.824,36.337,117.595,94.508,161.582,75.934,200.101,208.58,90,,,27-May-2021,55.131,70.102,60.452,34.844,180.2,172.683,178.227,189.596,90,,,24-Jun-2021,38.682,52.474,37.709,25.864,171.947,170.667,166.868,178.326,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,8,Pocillopora verrucosa,,Control,,10-Mar-2021,125.227,127.22,143.872,104.579,221.355,198.835,235.965,229.698,100,,,16-Mar-2021,67.789,70.38,73.116,59.874,172.787,143.346,171.053,204.002,100,,,24-Mar-2021,108.453,94.709,122.891,107.73,185.653,157.491,193.603,205.509,100,,,31-Mar-2021,115.057,103.77,123.353,118.004,160.462,137.433,162.608,181.305,100,,,07-Apr-2021,104.522,87.847,118.448,107.256,163.259,136.101,176.019,177.567,100,,,14-Apr-2021,94.64,94.146,101.95,87.776,145.99,134.201,151.691,151.901,100,,,21-Apr-2021,105.035,105.085,105.71,104.312,130.592,120.96,125.511,145.029,100,,,05-May-2021,100.993,30.08,142.223,130.6,150.761,65.363,189.915,196.916,100,,,27-May-2021,112.806,125.558,117.223,95.634,186.299,176.854,184.828,196.812,10,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,9,Acropora verweyi,,Control,,10-Mar-2021,97.235,96.072,115.362,80.232,196.85,168.975,217.632,204.365,85,,,16-Mar-2021,48.28,50.036,48.694,46.09,172.585,139.902,172.326,205.749,90,,,24-Mar-2021,60.206,63.496,68.002,49.143,189.285,158.815,197.856,211.028,85,,,31-Mar-2021,66.004,71.615,70.753,55.659,168.833,144.4,171.35,190.587,90,,,07-Apr-2021,70.081,65.623,82.015,62.591,171.357,142.544,184.578,186.729,85,,,14-Apr-2021,86.081,93.191,95.721,69.358,177.018,168.189,181.943,181.475,85,,,21-Apr-2021,84.238,88.44,89.419,74.878,151.314,144.726,145.337,164.032,85,,,05-May-2021,118.347,62.235,157.969,134.847,193.225,124.149,222.918,232.565,85,,,27-May-2021,58.089,64.128,61.688,48.475,149.338,139.067,147.075,161.427,90,,,24-Jun-2021,81.112,113.61,74.213,55.57,218.318,217.531,214.431,223.141,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,10,Pocillopora verrucosa,,Control,,10-Mar-2021,99.694,97.93,120.779,80.392,208.845,186.083,228.026,212.778,100,,,16-Mar-2021,71.08,69.414,74.781,69.065,180.177,148.22,178.603,213.778,100,,,24-Mar-2021,101.283,90.358,112.822,100.597,161.554,132.274,170.137,181.929,100,,,31-Mar-2021,116.349,107.362,122.89,118.766,161.191,136.076,163.549,183.709,95,,,07-Apr-2021,87.651,72.309,100.751,89.8,152.893,123.943,167.634,166.883,100,,,14-Apr-2021,110.493,113.025,116.127,102.297,179.184,171.676,183.958,182.542,100,,,21-Apr-2021,79.913,80.65,80.734,78.376,126.772,116.282,122.681,141.044,95,,,05-May-2021,114.981,44.293,157.341,143.32,195.84,123.473,225.43,237.869,80,,,27-May-2021,86.993,98.968,88.719,73.327,190.055,182.525,188.327,199.305,10,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,11,Millepora tenera,,Control,,10-Mar-2021,64.989,64.281,82.136,48.524,171.718,137.351,194.007,183.369,100,,,16-Mar-2021,38.705,50.958,41.158,24.004,181.33,152.851,180.203,210.963,95,,,24-Mar-2021,51.559,69.409,63.984,21.275,174.547,144.077,183.126,196.008,95,,,31-Mar-2021,63.562,77.5,73.271,39.926,168.755,144.589,171.237,190.27,100,,,07-Apr-2021,48.753,48.753,78.703,48.753,182.35,154.234,195.451,197.138,95,,,14-Apr-2021,57.838,66.186,67.221,40.182,145.385,133.367,151.395,151.196,95,,,21-Apr-2021,67.867,76.52,70.609,56.529,153.227,144.596,148.545,166.189,90,,,05-May-2021,92.987,48.375,127.046,103.535,162.996,77.455,201.875,209.562,90,,,27-May-2021,17.336,17.336,44.036,17.336,185.679,176.75,184.298,195.755,100,,,24-Jun-2021,26.922,35.946,24.449,20.26,174.256,172.898,169.798,179.936,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,12,Acropora verweyi,,Control,,10-Mar-2021,87.181,91.503,104.679,65.413,169.562,139.438,191.616,177.604,95,,,16-Mar-2021,55.297,58.475,55.826,51.561,183.276,154.326,182.501,213.143,95,,,24-Mar-2021,75.438,76.78,84.67,64.864,196.478,163.582,205.322,220.247,95,,,31-Mar-2021,86.909,89.739,91.894,79.11,191.112,167.798,193.693,211.937,100,,pink,07-Apr-2021,86.657,76.531,99.494,83.951,186.752,158.807,199.731,201.559,90,,,14-Apr-2021,55.243,58.159,62.021,45.526,116.315,104.84,122.639,121.464,90,,,21-Apr-2021,83.637,86.49,86.327,78.12,155.027,143.966,149.646,171.688,85,,,05-May-2021,116.647,54.683,157.849,137.402,172.594,96.051,206.422,215.386,85,,,27-May-2021,61.399,68.321,64.204,51.684,163.401,154.662,160.955,174.133,95,,,24-Jun-2021,44.916,68.492,39.651,26.639,193.657,193.378,189.639,198.094,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,13,Millepora tenera,,Control,,10-Mar-2021,68.568,77.024,88.523,40.162,183.137,153.736,203.758,191.755,100,,,16-Mar-2021,40.886,61.972,45.099,15.591,177.72,151.407,176.338,205.505,100,,,24-Mar-2021,78.632,95.239,96.167,44.49,172.62,141.585,181.352,194.817,100,,,31-Mar-2021,89.626,93.827,99.866,75.186,174.852,148.372,176.522,199.417,90,,,07-Apr-2021,85.953,72.094,100.403,85.426,141.745,110.173,156.878,157.752,90,,,14-Apr-2021,92.091,95.653,101.654,78.953,161.142,150.496,166.657,166.353,85,,,21-Apr-2021,85.502,87.116,87.435,81.94,127.502,118.629,122.234,141.712,85,,,05-May-2021,99.538,46.169,136.332,116.139,188.218,114.465,219.273,230.883,85,,,27-May-2021,58.825,88.334,60.917,27.221,194.699,186.923,193.05,203.829,90,,,24-Jun-2021,34.419,57.953,31.426,13.847,180.872,178.938,176.089,187.401,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,14,Porites cylindrica,,Control,,10-Mar-2021,95.541,88.609,119.708,78.366,181.998,153.301,202.868,190.023,80,,,16-Mar-2021,51.915,50.184,58.691,46.851,171.434,144.799,169.737,199.786,90,,,24-Mar-2021,97.702,85.209,116.341,91.571,155.565,125.228,165.135,176.131,80,,,31-Mar-2021,114.515,105.487,131.152,106.942,171.764,144.863,173.503,196.567,85,,,07-Apr-2021,73.386,61.688,92.978,65.606,170.533,142.379,184.44,184.393,75,,algal hairs,14-Apr-2021,132.259,137.235,145.128,114.4,198.653,191.017,202.444,202.645,85,,,21-Apr-2021,84.809,85.09,92.75,76.665,136.949,126.882,132.586,151.286,90,,,05-May-2021,102.733,31.759,149.378,126.855,197.806,128.173,226.58,238.081,80,,,27-May-2021,94.259,105.783,101.678,75.379,185.798,177.631,184.447,195.319,70,,,24-Jun-2021,102.579,122.578,105.7,79.475,196.409,195.606,192.209,201.248,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,15,Pocillopora verrucosa,,Control,,10-Mar-2021,79.169,77.831,97.269,62.398,178.25,148.694,198.991,187.022,100,,,16-Mar-2021,72.056,73.344,76.525,66.296,166.919,138.49,166.045,196.334,100,,,24-Mar-2021,89.986,73.402,101.032,95.468,132.806,102.94,142.987,152.451,100,,pink,31-Mar-2021,107.305,94.969,112.476,114.394,155.205,129.647,157.158,178.703,100,,pink,07-Apr-2021,96.077,79.185,108.959,100.006,163.919,134.478,178.046,178.847,100,,,14-Apr-2021,87.112,87.786,92.438,81.073,148.267,137.933,154.132,152.989,100,,,21-Apr-2021,85.712,87.364,86.016,83.694,152.406,144.261,147.358,165.593,80,,,05-May-2021,105.256,42.596,144.83,128.382,200.849,133.469,228.866,239.646,30,,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,13,16,Millepora tenera,,Control,,10-Mar-2021,57.375,63.534,74.705,33.876,180.548,149.938,200.44,191.255,100,,,16-Mar-2021,39.284,51.818,43.064,22.979,174.557,146.42,173.456,203.818,100,,,24-Mar-2021,63.919,72.561,78.289,40.875,171.412,138.693,181.573,193.8,95,,,31-Mar-2021,85.754,83.378,94.393,79.455,157.64,130.693,160.516,181.68,95,,,07-Apr-2021,88.702,79.595,105.046,81.469,165.134,136.775,179.322,178.979,95,,,14-Apr-2021,81.787,83.321,89.14,72.892,149.39,139.22,154.605,154.446,95,,,21-Apr-2021,83.685,84.309,85.214,81.571,135.063,125.978,129.878,149.33,95,,,05-May-2021,94.317,33.077,132.195,117.652,193.383,123.998,222.536,233.268,90,,,27-May-2021,51.147,81.434,52.791,19.217,177.974,169.398,175.987,188.474,100,,,24-Jun-2021,40.524,53.188,36.655,31.747,184.064,183.706,179.958,188.527,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,1,Millepora tenera,,Control,,10-Mar-2021,97.894,103.664,118.885,71.17,211.462,184.989,229.463,219.748,100,,,16-Mar-2021,26.92,38.8,29.261,12.71,149.681,117.354,151.977,179.06,95,,,24-Mar-2021,59.127,78.716,72.474,26.186,207.559,188.124,215.099,219.301,90,,,31-Mar-2021,55.734,69.68,64.94,32.603,202.303,189.738,205.171,212.145,90,,,07-Apr-2021,92.81,91.229,110.385,76.809,190.773,164.402,203.131,204.675,90,,,14-Apr-2021,80.873,93.468,92.172,56.981,181.064,169.574,186.879,186.654,85,,,21-Apr-2021,45.189,53.513,48.126,33.952,148.298,138.41,142.895,163.575,90,,,05-May-2021,58.69,18.661,87.689,69.74,125.31,26.28,174.184,175.491,95,,,27-May-2021,50.581,86.168,53.703,11.879,197.681,185.25,196.622,210.547,90,,"Missing pic, values taken from similar",24-Jun-2021,32.013,41.279,29.873,24.769,208.857,201.165,205.001,220.221,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,2,Millepora tenera,,Control,,10-Mar-2021,80.242,95.397,103.456,41.89,197.012,168.805,218.157,204.401,95,,,16-Mar-2021,27.599,38.844,30.149,13.817,115.964,85.897,117.7,143.985,100,,,24-Mar-2021,53.355,61.274,68.034,30.762,194.978,171.168,204.125,209.676,90,,,31-Mar-2021,76.437,80.651,85.567,63.074,185.364,172.095,188.267,195.749,90,,,07-Apr-2021,142.099,130.681,159.448,136.199,200.546,175.213,213.102,212.768,95,,,14-Apr-2021,121.79,124.806,133.591,106.971,185.751,174.995,192.055,190.533,90,,,21-Apr-2021,86.647,86.45,89.943,83.466,152.983,140.652,147.407,171.035,90,,,05-May-2021,80.906,20.841,118.279,103.616,143.045,52.987,184.238,191.565,95,,,27-May-2021,50.581,86.168,53.703,11.879,197.681,185.25,196.622,210.547,100,,v dark pic,24-Jun-2021,17.955,24.152,16.428,13.163,178.409,167.831,174.328,192.746,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,3,Acropora verweyi,,Control,,10-Mar-2021,,,,,,,,,0,Dead,,16-Mar-2021,,,,,,,,,0,Dead,,24-Mar-2021,,,,,,,,,0,Dead,,31-Mar-2021,,,,,,,,,0,Dead,,07-Apr-2021,,,,,,,,,0,Dead,,14-Apr-2021,,,,,,,,,0,Dead,,21-Apr-2021,,,,,,,,,0,Dead,,05-May-2021,,,,,,,,,0,Dead,,27-May-2021,,,,,,,,,0,Dead,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,4,Millepora tenera,,Control,,10-Mar-2021,60.961,65.853,79.214,37.821,158.594,125.395,180.946,169.074,100,,,16-Mar-2021,40.687,57.084,43.994,21.009,121.591,84.072,119.864,160.777,100,,,24-Mar-2021,44.041,52.601,57.312,22.213,167.273,144.123,176.526,180.99,95,,,31-Mar-2021,76.702,79.884,86.207,64.007,155.08,137.942,158.111,169.361,95,,,07-Apr-2021,89.99,78.737,107.632,83.669,154.086,123.461,168.953,169.41,90,,,14-Apr-2021,75.605,80.185,86.008,60.63,142.805,134.03,148.884,145.667,90,,,21-Apr-2021,96.381,107.241,97.808,84.097,176.725,170.065,173.118,186.574,85,,,05-May-2021,80.301,23.811,116.792,100.273,154.768,61.094,197.658,205.762,90,,,27-May-2021,15.719,26.804,15.222,5.17,113.841,99.51,113.273,128.625,90,,,24-Jun-2021,30.548,45.705,26.788,19.122,192.798,190.955,188.387,199.113,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,5,Pocillopora verrucosa,,Control,,10-Mar-2021,134.343,125.655,158.843,118.599,221.857,196.506,241.378,228.008,100,,,16-Mar-2021,59.581,59.342,63.365,56.026,120.934,85.91,120.137,156.884,100,,,24-Mar-2021,67.547,53.433,78.825,70.268,89.398,62.047,99.047,107.141,100,,pink,31-Mar-2021,107.807,96.1,113.829,113.435,142.361,118.354,146.869,161.729,90,,pink,07-Apr-2021,89.207,71.303,101.279,94.888,156.55,127.407,171.949,170.151,100,,,14-Apr-2021,104.842,104.031,109.765,100.726,168.583,156.874,174.551,174.235,90,,,21-Apr-2021,61.552,61.451,61.712,61.491,145.199,138.108,139.192,158.777,80,,,05-May-2021,104.646,31.642,147.811,134.382,180.479,98.732,215.908,226.827,30,,,27-May-2021,136.457,153.659,140.682,115.033,190.147,179.812,188.463,201.613,10,,2 measurements exactly same values,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,6,Acropora verweyi,,Control,,10-Mar-2021,90.815,89.228,108.636,74.512,182.114,151.947,203.05,191.238,90,,,16-Mar-2021,42.638,46.88,43.727,37.286,158.203,126.975,158.623,189.014,90,,,24-Mar-2021,44.542,46.572,53.116,33.928,208.37,185.363,216.654,223.249,90,,,31-Mar-2021,60.548,68.952,65.957,46.744,179.31,158.597,182.66,196.983,90,,,07-Apr-2021,72.314,65.836,84.607,66.497,161.487,130.69,176.905,176.435,90,,,14-Apr-2021,75.392,81.582,84.267,60.34,170.423,159.935,176.267,175.404,90,,,21-Apr-2021,63.002,67.211,66.673,55.143,155.969,146.54,150.018,171.456,90,,,05-May-2021,83.243,17.128,125.946,106.697,151.318,54.067,196.42,203.803,90,,,27-May-2021,72.399,80.684,76.764,59.75,176.65,165.823,175.669,187.868,90,,,24-Jun-2021,61.113,87.823,55.859,39.689,213.779,212.583,210.208,218.738,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,7,Pocillopora verrucosa,,Control,,10-Mar-2021,107.221,109.64,128.646,83.429,200.796,174.984,219.564,208.158,100,,,16-Mar-2021,52.046,54.317,57.432,44.388,138.079,108.814,138.41,167.043,100,,,24-Mar-2021,67.656,55.977,81.449,65.514,119.815,90.709,129.717,139.012,100,,,31-Mar-2021,100.294,90.178,110.074,100.578,147.01,122.089,151.068,167.715,100,,,07-Apr-2021,98.107,81.101,114.494,98.738,171.508,143.003,184.951,186.218,100,,,14-Apr-2021,99.037,98.656,106.999,91.397,162.871,153.216,168.879,166.461,100,,,21-Apr-2021,80.547,84.427,79.959,77.174,122.844,119.613,118.495,130.652,100,,,05-May-2021,90.676,12.715,135.087,124.135,167.765,77.066,206.51,219.44,100,,,27-May-2021,,,,,,,,,0,Dead,Missing pic,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,8,Porites cylindrica,,Control,,10-Mar-2021,84.389,77.116,106.286,69.69,189.674,161.642,209.975,197.744,70,,,16-Mar-2021,48.044,51.603,54.649,37.886,175.8,155.538,175.596,196.031,70,,,24-Mar-2021,51.071,44.26,68.147,40.755,161.168,134.802,170.761,177.782,65,,,31-Mar-2021,86.524,84.322,101.641,73.577,183.361,164.368,186.696,199.27,85,,,07-Apr-2021,88.773,74.802,110.657,80.898,144.738,115.925,159.449,158.602,85,,,14-Apr-2021,83.611,85.056,97.062,68.672,171.006,160.314,177.299,175.686,85,,,21-Apr-2021,92.196,96.787,98.394,81.337,167.89,159.493,164.703,179.268,85,,,05-May-2021,94.228,17.425,140.999,124.387,175.397,86.947,212.495,226.187,80,,,27-May-2021,57.178,72.514,63.174,35.874,197.587,191.157,196.196,205.368,60,,,24-Jun-2021,33.399,49.407,32.97,17.794,171.783,168.965,167.572,179.151,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,9,Porites cylindrica,,Control,,10-Mar-2021,85.505,75.372,107.713,73.501,167.264,132.629,189.158,180.102,80,,,16-Mar-2021,61.46,56.247,68.786,59.287,184.865,159.964,185.957,208.586,80,,,24-Mar-2021,85.789,69.05,103.808,84.562,153.971,125.915,163.341,172.515,50,,,31-Mar-2021,98.497,91.188,111.639,92.651,160.446,146.327,163.81,171.037,80,,,07-Apr-2021,71.69,55.65,89.997,69.479,150.464,120.494,165.757,164.802,80,,,14-Apr-2021,78.943,84.914,91.548,60.306,187.957,180.064,193.002,191.288,10,,,21-Apr-2021,104.449,106.006,109.814,97.45,128.707,120.684,126.545,138.618,50,,,05-May-2021,75.156,8.129,113.799,103.446,143.828,44.483,190.79,196.41,20,,,27-May-2021,119.533,124.124,127.968,106.487,161.484,151.741,161.191,171.301,10,,,24-Jun-2021,,,,,,,,,0,Dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral accretion bleaching,Firefly intertidal,14,10,Millepora tenera,,Control,,10-Mar-2021,52.938,53.56,68.19,37.033,143.811,106.362,166.257,159.544,100,,,16-Mar-2021,18.65,23.454,20.559,12.026,81.615,55.885,80.199,108.63,100,,,24-Mar-2021,31.186,36.859,40.488,16.19,145.402,114.933,154.957,166.108,100,,,31-Mar-2021,77.512,82.331,85.987,64.203,163.355,139.364,166.307,184.588,100,,,07-Apr-2021,78.055,68.714,93.101,72.35,151.844,122.326,166.73,166.158,90,,,14-Apr-2021,79.09,84.171,87.433,65.721,156.365,146.019,162.16,161.213,90,,,21-Apr-2021,76.537,76.359,78.32,74.96,114.829,103.634,111.015,129.483,90,,,05-May-2021,82.114,12.588,122.55,111.05,125.706,22.852,175.792,178.707,90,,,27-May-2021,40.011,61.262,41.98,16.817,176.695,167.65,175.768,186.546,100,,,24-Jun-2021,33.108,46.318,29.243,23.729,183.912,180.312,179.09,192.513,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
